label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09
3	713 kg	0.0631 N	tennis	Human Computer Interaction	748	2028	Santa Clarita, Anaheim, Santa Ana	-227 m^2	0.6436	-396
3	1439 kg	0.7041 N	tennis	Bioengineering, Statistics, Natural Language Processing	897	791	Anaheim, Santa Ana	365 m^2	0.8655	2911
1	52 kg	1.9971 N	football	Games and Playable Media	-109	578	Chula Vista	461 m^2	-0.6891	414
3	1437 kg	1.7557 N	badminton	Applied Mathematics	-331	104	Los Angeles	226 m^2	-0.5098	-100
1	2609 kg	-0.0988 N	football	Games and Playable Media	-689	444	Chula Vista, Moreno Valley	-368 m^2	-1.2175	638
4	2055 kg	1.2366 N	golf	Computer Science	2885	2536	Fremont, Fresno	-64 m^2	2.2128	1660
2	44 kg	0.0029 N	track & field	Data Science	1691	1378	Irvine	358 m^2	-0.5069	517
3	-219 kg	-1.0293 N	tennis	Computer Game Design	36	2051	Santa Ana, Santa Clarita	534 m^2	0.2081	1982
1	445 kg	1.3911 N	volleyball	Games and Playable Media, Human Computer Interaction	1647	-1977	Moreno Valley	1421 m^2	1.3551	1056
2	1831 kg	0.2695 N	boxing	Computer Science, Data Science	601	-603	Irvine	-136 m^2	0.388	981
0	1279 kg	1.6561 N	basketball	Biotechnology	1961	624	Sacramento	225 m^2	1.1256	-139
2	1786 kg	0.509 N	track & field	Data Science	2654	-454	Irvine	422 m^2	-0.8448	1449
0	-397 kg	1.1346 N	baseball	Data Science, Computer Science	1627	1750	Sacramento, San Diego, Oakland	-611 m^2	0.4832	-866
2	1631 kg	-0.5669 N	track & field	Computer Science, Data Science	1448	-1278	Los Angeles	344 m^2	1.4092	958
0	-970 kg	1.0657 N	basketball	Computer Engineering	809	-806	San Diego, Modesto	444 m^2	1.7975	1045
4	816 kg	0.9303 N	running	Computational Media	1820	1621	Long Beach, Fresno, San Francisco	183 m^2	0.4722	-136
3	77 kg	?	boxing	Computer Game Design, Statistics, Natural Language Processing, Bioengineering	1424	-9	San Jose, Santa Clarita	987 m^2	-1.0145	917
3	594 kg	1.0912 N	tennis	Applied Mathematics, Computer Game Design, Bioengineering	673	-774	Santa Clarita, Anaheim	2169 m^2	0.944	360
3	1111 kg	0.4007 N	tennis	Statistics, Bioengineering	3449	2319	San Jose, Santa Ana	2112 m^2	0.465	15
2	-713 kg	0.298 N	track & field	Data Science, Technology and Information Management	1525	992	Los Angeles	-1133 m^2	-0.1168	903
4	508 kg	0.144 N	ice hockey	Electrical Engineering	2538	300	Fremont	2828 m^2	0.9924	1053
2	-744 kg	0.1788 N	football	Technology and Information Management	-5	-454	Irvine	-300 m^2	2.1386	1578
2	1174 kg	1.2706 N	track & field	Computer Science	2012	1406	irvine	-443 m^2	-0.7753	826
0	877 kg	-0.7706 N	basketball	Biotechnology	2040	567	Irvine	-1018 m^2	1.9092	-744
1	1157 kg	1.1985 N	volleyball	Games and Playable Media, Bioinformatics	-1459	-110	Sacramento, Oakland	1463 m^2	0.0015	833
2	678 kg	0.4656 N	track & field	Computer Science, Technology and Information Management	929	539	Irvine	411 m^2	0.3674	632
3	-196 kg	-0.499 N	tennis	Statistics, Computer Game Design	62	1411	Santa Ana, Santa Clarita	782 m^2	-0.3071	1281
3	187 kg	0.3887 N	boxing	Bioengineering, Applied Mathematics, Computer Game Design, Statistics	1755	1332	San Jose	2238 m^2	-1.2212	27
3	-693 kg	0.497 N	boxing	Bioinformatics, Games and Playable Media	1724	756	Anaheim, Santa Clarita, Santa Ana	780 m^2	-0.9936	1069
1	995 kg	1.6809 N	track & field	Bioinformatics, Games and Playable Media	571	2154	Riverside, Chula Vista	705 m^2	-1.6157	179
0	2250 kg	0.5175 N	baseball	biotechnology, robotics engineering	1756	1369	Sacramento, Oakland, San Diego	945 m^2	-0.3915	893
1	1040 kg	1.8343 N	football	Bioinformatics	731	1917	Bakersfield, Moreno Valley, Riverside	1559 m^2	0.278	-469
3	398 kg	-1.3227 N	tennis	Applied Mathematics, Statistics, Computer Game Design	1123	923	Santa Ana, Santa Clarita, Anaheim	1361 m^2	-0.3647	-335
2	1161 kg	0.6631 N	track & field	Computer Science	817	2785	Irvine	648 m^2	0.5437	-599
0	259 kg	1.4376 N	basketball	Biotechnology, Robotics Engineering	926	593	Modesto	439 m^2	2.0247	121
4	1874 kg	-0.0202 N	ice hockey	COMPUTER ENGINEERING, ROBOTICS ENGINEERING	478	-2022	SAN BERNARDINO, SAN FRANCISCO, FRESNO, LONG BEACH	910 m^2	1.5695	-870
3	1894 kg	2.2709 N	tennis	Computer Game Design, Statistics, Bioengineering, Natural Language Processing	-202	3174	Anaheim	1478 m^2	-0.1841	-162
4	258 kg	0.6198 N	track & field	Computational Media	1309	1899	Fresno, San Bernardino	-1012 m^2	1.0157	599
2	1096 kg	0.9631 N	track & field	Computer Science	74	-187	Riverside, Moreno Valley, Bakersfield	679 m^2	0.0873	-24
1	1694 kg	0.5325 N	football	Human Computer Interaction, Bioinformatics	522	836	Bakersfield, Riverside, Moreno Valley	-395 m^2	1.6598	2148
2	1238 kg	1.3192 N	track & field	Natural Language Processing, Computer Game Design, Bioengineering, Applied Mathematics	-12	635	Irvine	235 m^2	0.2284	701
0	404 kg	1.1883 N	basketball	N/A	1044	3577	Sacramento, Oakland	1506 m^2	0.5629	-365
3	79 kg	-0.2593 N	tennis	Natural Language Processing	818	1074	Santa Ana, San Jose, Santa Clarita	1291 m^2	0.9064	53
0	266 kg	2.111 N	GOLF	Computer Engineering	525	1213	Sacramento	2265 m^2	0.7515	-524
4	275 kg	0.4168 N	soccer	Computer Science, Technology and Information Management	-121	-154	San Francisco, Fresno, Long Beach	1774 m^2	0.5068	-917
0	1013 kg	-0.1035 N	baseball	Robotics Engineering, Biotechnology	-100	-1171	Sacramento	139 m^2	-0.0202	-799
0	824 kg	-0.146 N	baseball	Computer Engineering	1229	1406	San Diego	99 m^2	0.2251	-115
0	1543 kg	1.4268 N	baseball	Computer Engineering	1669	2832	Sacramento	590 m^2	0.6121	-196
3	-1093 kg	-0.2016 N	tennis	Computer Game Design, Statistics	147	1098	Santa Ana	-1823 m^2	0.4248	421
3	1674 kg	-1.4091 N	tennis	Applied Mathematics, Natural Language Processing	706	2452	Santa Ana	-894 m^2	-0.2138	1107
4	-356 kg	1.2563 N	running	Computational Media	307	1792	San Bernardino	393 m^2	0.13	289
3	1072 kg	1.3065 N	tennis	Bioengineering	-59	1519	San Jose, Santa Ana, Santa Clarita	-238 m^2	0.382	1188
2	705 kg	0.5136 N	track & field	Computer Science	1014	852	Fresno, Fremont, San Bernardino, San Francisco	172 m^2	-1.427	667
4	191 kg	-0.6302 N	football	Computational Media	553	-969	Long Beach, Fresno, San Francisco	168 m^2	1.0797	49
4	1401 kg	-0.0001 N	soccer	Electrical Engineering	1834	967	san bernardino, long beach, san francisco, fremont	293 m^2	1.0754	-1425
0	2083 kg	-0.0249 N	basketball	Robotics Engineering	511	1195	Oakland	1050 m^2	2.0747	237
3	-366 kg	0.8265 N	tennis	Applied Mathematics, Computer Game Design, Bioengineering, Statistics	1245	594	San Jose, Santa Ana	323 m^2	-0.3298	1003
1	1052 kg	1.4044 N	volleyball	Bioinformatics	843	1095	Stockton, Bakersfield, Riverside	1599 m^2	-0.1476	315
3	309 kg	0.9508 N	boxing	Natural Language Processing	-592	410	Santa Ana, San Jose, Anaheim	1100 m^2	-1.8884	608
3	-327 kg	?	tennis	statistics, bioengineering, applied mathematics, natural language processing	1431	211	San Jose	1023 m^2	0.1711	844
4	1096 kg	0.6453 N	ICE HOCKEY	Electrical Engineering	67	-124	sAN bERNARDINO, sAN fRANCISCO	776 m^2	0.426	-1037
3	-60 kg	0.8067 N	Badminton	Applied Mathematics, Natural Language Processing, Statistics, Computer Game Design	760	1136	Anaheim	-156 m^2	1.0864	1019
4	586 kg	-0.0792 N	ice hockey	Electrical Engineering	-871	1240	Fremont, Fresno, Long Beach, San Francisco	605 m^2	0.2923	1316
1	-359 kg	0.7207 N	volleyball	Games and Playable Media	-723	-270	Stockton, Bakersfield	1267 m^2	0.783	-153
2	977 kg	-0.2298 N	volleyball	Data Science	215	-1271	Los Angeles	3265 m^2	-0.1869	443
1	547 kg	1.2142 N	volleyball	Games and Playable Media, Bioinformatics	240	-932	Irvine	1464 m^2	0.2751	151
3	605 kg	0.2627 N	ice hockey	Computer Game Design, Natural Language Processing	32	183	Bakersfield, Chula Vista	1389 m^2	-0.9958	703
0	268 kg	0.6259 N	baseball	Games and Playable Media, Bioinformatics	1767	-859	Modesto, Sacramento	157 m^2	0.8054	1227
1	1251 kg	0.1416 N	football	Human Computer Interaction, Bioinformatics	699	280	Moreno Valley, Riverside, Stockton	923 m^2	-0.0646	-946
3	227 kg	1.4654 N	tennis	aPPLIED mATHEMATICS, nATURAL lANGUAGE pROCESSING	1405	1319	Santa Clarita, San Jose	599 m^2	0.6191	1328
0	649 kg	-0.5324 N	baseball	Robotics Engineering	-164	1133	Oakland, Sacramento, San Diego	1826 m^2		-1246
1	438 kg	0.9834 N	football	Human Computer Interaction	910	1137	Santa Clarita, Santa Ana, San Jose	-1185 m^2	0.5238	2723
0	-82 kg	1.7637 N	baseball	Robotics Engineering	199	2022	Modesto, Sacramento, San Diego	380 m^2	0.5947	373
3	-268 kg	0.1026 N	badminton	Bioengineering, Statistics, Computer Game Design	-496	-118	Anaheim, Santa Clarita, San Jose	2955 m^2	-0.9973	1146
1	-87 kg	1.5307 N	football	Human Computer Interaction	-449	1765	Stockton, Moreno Valley, Chula Vista	1521 m^2	0.4326	1581
1	1255 kg	0.9633 N	football	Bioinformatics	-674	2114	Moreno Valley, Bakersfield	178 m^2	0.0627	-1129
2	2743 kg	0.8715 N	running	Technology and Information Management	47	1998	Los Angeles	1034 m^2	-0.148	2000
1	570 kg	1.8172 N	volleyball	Bioinformatics, Human Computer Interaction	-1948	1170	Chula Vista, Stockton	1242 m^2	0.3087	535
3	-362 kg	0.7403 N	badminton	statistics, computer game design, natural language processing	437	388	Santa Clarita, Santa Ana	1781 m^2	-1.1259	1754
4	690 kg	-0.5897 N	motor sports	Electrical Engineering	471	801	Long Beach, Fresno	-768 m^2	-0.8154	1126
3	847 kg	0.4304 N	track & field	Computer Game Design, Applied Mathematics	-408	452	Anaheim, San Jose	-642 m^2	-0.5165	-739
2	724 kg	0.3954 N	track & field	Data Science	41	2155	Irvine	-419 m^2	-0.8656	526
3	217 kg	-0.608 N	TENNIS	Applied Mathematics	1634	-306	Anaheim, Santa Clarita	1438 m^2	-0.0327	2225
0	1507 kg	0.5133 N	baseball	Robotics Engineering, Biotechnology	-86	1208	Sacramento, San Diego	-302 m^2	-0.2893	458
0	-267 kg	1.7499 N	baseball	Robotics Engineering	2912	50	Oakland, Modesto, Sacramento	1196 m^2	1.0726	-134
4	-421 kg	1.2307 N	motor sports	Electrical Engineering	1019	383	Fresno, Long Beach, Fremont	911 m^2	0.4984	-20
2	1665 kg	0.3671 N	track & field	Data Science	670	683	Los Angeles	-711 m^2	-0.5958	438
1	-723 kg	0.9992 N	volleyball	Human Computer Interaction	-932	1551	Chula Vista, Riverside, Moreno Valley	1147 m^2	-0.8352	695
0	629 kg	-1.1292 N	golf	Robotics Engineering	803	2404	Sacramento, Modesto	-988 m^2	0.8831	151
0	336 kg	3.4033 N	basketball	Computational Media	1385	255	Modesto	1284 m^2	2.3012	473
4	1493 kg	0.8195 N	running	Electrical Engineering	228	-834	Fresno, Fremont	-95 m^2	-0.1781	1
2	-689 kg	0.6 N	soccer	Computer Science, Technology and Information Management	2968	51	Los Angeles	-826 m^2	0.5214	786
1	113 kg	0.5477 N	volleyball	Computer Science	836	765	Riverside	179 m^2	-0.0161	1719
0	251 kg	1.5674 N	baseball	Biotechnology	-355	921	San Diego	953 m^2	0.2044	438
2	1063 kg	-0.0053 N	track & field	Data Science, Computer Science	3243	1646	Los Angeles	-1229 m^2	0.5046	220
0	1059 kg	0.7666 N	baseball	Robotics Engineering, Computer Engineering	1910	591	San Diego, Sacramento	454 m^2	1.4571	-234
1	1243 kg	0.2706 N	football	n/a	-1323	1832	Bakersfield, Stockton, Chula Vista, Moreno Valley	1806 m^2	1.2749	-865
3	868 kg	0.7378 N	badminton	Natural Language Processing, Statistics	661	848	Stockton, Moreno Valley, Bakersfield, Chula Vista	128 m^2	-1.7668	-295
0	1198 kg	1.2311 N	golf	Computer Engineering	293	663	Modesto	1249 m^2	0.5026	1450
1	548 kg	0.7364 N	volleyball	Human Computer Interaction, Games and Playable Media	-686	736	Riverside, Moreno Valley, Chula Vista	-408 m^2	0.5165	547
2	555 kg	0.0691 N	track & field	Computer Science	-221	212	Irvine	-307 m^2	0.7184	724
2	1422 kg	0.1374 N	Track & Field	Data Science, Computer Science	586	1778	Los Angeles	-314 m^2	-0.5084	991
0	-276 kg	1.5954 N	golf	computer engineering, robotics engineering	1806	448	Oakland, Sacramento	1685 m^2	1.2734	-592
0	1319 kg	0.9335 N	baseball	Robotics Engineering, Computer Engineering	1580	3026	Oakland, San Diego, Modesto	-1124 m^2	0.8239	842
4	1296 kg	0.41 N	motor sports	Electrical Engineering	890	-241	San Francisco, San Bernardino, Fresno, Long Beach	630 m^2	1.7623	1345
3	639 kg	0.6251 N	Badminton	Natural Language Processing, Statistics	-748	961	Anaheim	779 m^2	-0.5133	1169
1	524 kg	2.5563 N	volleyball	Human Computer Interaction, Games and Playable Media	None	3161	Chula Vista, Bakersfield, Riverside	-697 m^2	0.093	-110
3	431 kg	0.8168 N	tennis	Statistics, Applied Mathematics, Bioengineering, Computer Game Design	58	1328	Santa Clarita	983 m^2	-0.153	547
1	-133 kg	0.4786 N	volleyball	Games and Playable Media	-656	489	Santa Clarita, San Jose	-904 m^2	0.4099	1296
2	1499 kg	0.1267 N	track & field	Computer Science, Technology and Information Management	2694	1592	Los Angeles	-151 m^2	0.5437	1490
0	700 kg	1.0013 N	golf	Electrical Engineering	195	-221	Modesto	1700 m^2	1.4047	863
4	1264 kg	0.3191 N	soccer	Electrical Engineering	1464	1290	Long Beach	822 m^2	1.6531	173
0	220 kg	1.9098 N	golf	Biotechnology, Computer Engineering	65	85	San Diego, Oakland	841 m^2	1.3285	2529
1	1607 kg	0.0487 N	football	Games and Playable Media	-383	1400	Irvine	2244 m^2	0.3173	1639
0	-1355 kg	1.5282 N	basketball	bIOTECHNOLOGY, rOBOTICS eNGINEERING	-556	466	Oakland	1349 m^2	-0.4234	1235
0	486 kg	1.1713 N	baseball	Computer Engineering	1737	-50	San Diego	2133 m^2	0.6218	1287
0	1112 kg	1.9286 N	baseball	Computer Engineering, Robotics Engineering	523	4631	Sacramento, Oakland, San Diego	188 m^2	2.6841	713
3	1746 kg	1.0001 N	tennis	Computer Game Design, Bioengineering	1557	-336	Anaheim	714 m^2	-0.0242	1153
3	1624 kg	1.3996 N	track & field	Natural Language Processing, Computer Game Design	143	1674	Anaheim, Santa Clarita, Santa Ana	1788 m^2	?	-50
4	-529 kg	0.3777 N	running	Electrical Engineering	408	610	Oakland, San Diego, Modesto	?	2.4559	371
4	137 kg	-0.5828 N	soccer	Electrical Engineering	1364	164	Stockton, Chula Vista	-1120 m^2	-1.2315	333
3	896 kg	0.5098 N	tennis	Data Science	1695	1210	Los Angeles	338 m^2	-1.1535	-229
4	196 kg	1.2991 N	motor sports	Electrical Engineering	796	700	Fremont, San Francisco, San Bernardino, Long Beach	1876 m^2	?	-8
4	-651 kg	1.3093 N	motor sports	Computational Media	2225	-447	San Bernardino, San Francisco, Fremont, Long Beach	-343 m^2	0.4466	-1246
0	400 kg	0.5473 N	basketball	Computer Engineering, Robotics Engineering	-339	-305	Modesto, Oakland, Sacramento	578 m^2	1.7389	-471
4	757 kg	0.1274 N	running	Computational Media	785	-893	San Francisco	2498 m^2	0.4753	2897
1	1360 kg	2.2316 N	football	Games and Playable Media	-429	-788	Riverside, Moreno Valley, Bakersfield, Stockton	-418 m^2	-0.916	1518
3	600 kg	1.7406 N	tennis	Computer Game Design, Statistics	329	1176	Anaheim, Santa Ana	1140 m^2	0.1033	498
4	802 kg	0.6131 N	running	Electrical Engineering	47	2813	Fresno	-69 m^2	1.9585	1862
3	-253 kg	-0.4742 N	tennis	Statistics, Bioengineering	234	-666	Los Angeles	-1817 m^2	-0.2847	481
0	1438 kg	1.2475 N	basketball	Robotics Engineering, Biotechnology	2606	1407	San Diego, Sacramento	-352 m^2	0.1891	1027
1	611 kg	1.792 N	volleyball	Bioinformatics	607	956	Chula Vista, Moreno Valley, Riverside, Bakersfield	695 m^2	-0.166	714
1	847 kg	1.1183 N	volleyball	Bioinformatics	188	391	sTOCKTON, mORENO vALLEY, bAKERSFIELD, cHULA vISTA	-286 m^2	-0.8021	21
3	778 kg	0.1529 N	boxing	Statistics, Bioengineering	1465	1672	Santa Ana	-678 m^2	0.4835	1009
4	940 kg	1.1971 N	MOTOR SPORTS	Human Computer Interaction	1693	887	Fremont	1231 m^2	0.8184	-864
2	1703 kg	1.9383 N	track & field	Data Science, Computer Science	98	1235	Los Angeles	94 m^2	-0.597	2042
1	434 kg	-0.0103 N	volleyball	Games And Playable Media, Human Computer Interaction	-468	880	Stockton, Chula Vista, Bakersfield	1139 m^2	-1.2136	925
3	1610 kg	0.5384 N	badminton	Natural Language Processing, Applied Mathematics, Bioengineering, Statistics	891	273	sANTA cLARITA	-419 m^2	-0.1093	1153
3	378 kg	-0.1086 N	boxing	Computer Game Design, Bioengineering	529	2301	Anaheim	-27 m^2	0.027	1253
2	684 kg	-0.8679 N	track & field	Technology and Information Management	-668	1344	San Jose, Anaheim, Santa Clarita	972 m^2	0.1426	56
3	35 kg	0.0031 N	boxing	Statistics, Natural Language Processing, Applied Mathematics, Bioengineering	2033	1221	Sacramento, San Diego	2392 m^2	0.4349	764
4	-373 kg	0.6918 N	ice hockey	Electrical Engineering	3086	935	San Bernardino	-216 m^2	1.4806	-517
0	934 kg	0.6265 N	baseball	Biotechnology	-281	-668	Oakland, Modesto, San Diego	415 m^2	1.1251	-210
0	1166 kg	-0.7745 N	baseball	Computer Engineering, Robotics Engineering	-854	618	Modesto	-45 m^2	0.8299	675
1	1507 kg	1.7912 N	badminton	bioinformatics, human computer interaction	-61	-333	Moreno Valley, Bakersfield, Riverside, Chula Vista	806 m^2	-0.7481	338
0	945 kg	2.5511 N	golf	Biotechnology, Computer Engineering	2702	1517	Oakland, Sacramento	859 m^2	1.6903	-113
